id,common_name,scientific_name,image,light,water,humidity,temp,soil,fertilizer,toxicity,tips
ptisana_grevilleana, Fork Fern, Ptisana grevilleana, images/plants/ptisana_grevilleana.jpg,"Bright indirect.","Moist soil.","60–80% humidity.","18–27°C.","Moist organic mix.","Feed every 4 weeks.","Non-toxic.","Large, forked fronds; striking indoor specimen."
aglaonema_silver_bay,Aglaonema ‘Silver Bay’,Aglaonema ‘Silver Bay’,images/plants/aglaonema_silver_bay.jpg,"Low to bright indirect light.","Water when top 3 cm are dry; avoid soggy soil.","Prefers 50–70% humidity.","Ideal 18–27°C.","Well-draining potting mix with perlite.","Feed every 4–6 weeks.","Toxic if ingested.","One of the most common cultivars; very tolerant of low light."
aglaonema_maria,Aglaonema ‘Maria’,Aglaonema commutatum ‘Maria’,images/plants/aglaonema_maria.jpg,"Low to medium indirect light.","Water when top 3–5 cm dry.","50–70% humidity.","18–27°C.","Standard mix with perlite.","Feed monthly.","Toxic.","Dark green patterned foliage; thrives in offices."
aglaonema_maria_variegata,Aglaonema ‘Maria Variegata’,Aglaonema commutatum cultivar,images/plants/aglaonema_maria_variegata.jpg,"Medium indirect light.","Moist but not soggy.","50–70% humidity.","18–27°C.","Rich potting mix.","Feed monthly.","Toxic.","More variegated form of Maria with lighter streaking."
aglaonema_cutlass,Aglaonema ‘Cutlass’,Aglaonema hybrid ‘Cutlass’,images/plants/aglaonema_cutlass.jpg,"Medium to bright indirect.","Water when top 3 cm dry.","50–70% humidity.","18–27°C.","Aroid-like mix.","Feed every 4–6 weeks.","Toxic.","Long narrow leaves with silver tones; elegant upright habit."
aglaonema_pearl_ruby,Aglaonema ‘Pearl Ruby’,Aglaonema hybrid,images/plants/aglaonema_pearl_ruby.jpg,"Medium to bright indirect.","Water when top 2–3 cm dry.","50–70% humidity.","18–27°C.","Well-draining soil.","Feed monthly.","Toxic.","Pink-red accented foliage with silver-green mottling."
aglaonema_harlequin,Aglaonema ‘Harlequin’,Aglaonema hybrid ‘Harlequin’,images/plants/aglaonema_harlequin.jpg,"Bright indirect light preferred.","Water when top 2–3 cm dry.","60–80% humidity.","18–27°C.","Aroid-style mix.","Feed every 4–6 weeks.","Toxic.","Green-yellow-pink multitone foliage; brighter light enhances color."
aglaonema_siam_aurora,Siam Aurora (Red Aglaonema),Aglaonema ‘Siam Aurora’,images/plants/aglaonema_siam_aurora.jpg,"Medium to bright indirect; avoid direct sun.","Water when top 3 cm dry.","50–70% humidity.","18–27°C.","Rich, well-draining soil.","Feed monthly.","Toxic.","Very popular red cultivar with striking red margins."
aglaonema_siam_paragon,Aglaonema ‘Siam Paragon’,Aglaonema hybrid,images/plants/aglaonema_siam_paragon.jpg,"Bright indirect light.","Keep soil lightly moist.","60–80% humidity.","18–27°C.","Moist, airy mix.","Feed lightly monthly.","Toxic.","Pink and cream patterned foliage; brighter light improves color."
aglaonema_red_valentine,Aglaonema ‘Red Valentine’,Aglaonema hybrid ‘Red Valentine’,images/plants/aglaonema_red_valentine.jpg,"Medium to bright indirect light.","Water when top 3 cm dry.","50–70% humidity.","18–27°C.","Loose, rich mix.","Feed every 4–6 weeks.","Toxic.","Pink-speckled leaves; very popular houseplant variety."
aglaonema_red_peacock,Red Peacock Aglaonema,Aglaonema hybrid ‘Red Peacock’,images/plants/aglaonema_red_peacock.jpg,"Bright indirect.","Keep slightly moist but not wet.","50–70% humidity.","18–27°C.","Well-draining mix.","Feed monthly.","Toxic.","Green and red mottled leaves; highly decorative."
aglaonema_red_gold,Aglaonema ‘Red Gold’,Aglaonema hybrid ‘Red Gold’,images/plants/aglaonema_red_gold.jpg,"Bright indirect.","Water when top 3 cm dry.","60–80% humidity.","18–27°C.","Aroid mix.","Feed lightly monthly.","Toxic.","Gold-green center with red edges."
aglaonema_super_red,Aglaonema ‘Super Red’,Aglaonema hybrid ‘Super Red’,images/plants/aglaonema_super_red.jpg,"Bright indirect.","Water when top 2–3 cm dry.","60–80% humidity.","18–27°C.","Moist but airy mix.","Feed every 4–6 weeks.","Toxic.","One of the brightest red foliage varieties."
aglaonema_red_anjamani,Aglaonema ‘Anjamani Red’,Aglaonema hybrid,images/plants/aglaonema_red_anjamani.jpg,"Bright indirect.","Even moisture; avoid drying completely.","60–80% humidity.","18–27°C.","Rich potting mix.","Feed monthly.","Toxic.","Solid red to pink leaves; high ornamental value."
aglaonema_pink_dalmation,Pink Dalmatian Aglaonema,Aglaonema hybrid ‘Pink Dalmatian’,images/plants/aglaonema_pink_dalmation.jpg,"Bright indirect.","Water when top 2–3 cm are dry.","60–80% humidity.","18–27°C.","Loose mix.","Feed lightly monthly.","Toxic.","Pink-splashed green leaves; similar to Red Valentine but lighter."
aglaonema_pink_splash,Aglaonema ‘Pink Splash’,Aglaonema hybrid,images/plants/aglaonema_pink_splash.jpg,"Bright indirect.","Water when top 3 cm dry.","60–80% humidity.","18–27°C.","Moist, well-draining mix.","Feed monthly.","Toxic.","Large pink splashes across deep green leaves."
aglaonema_lady_valentine,Lady Valentine Aglaonema,Aglaonema hybrid ‘Lady Valentine’,images/plants/aglaonema_lady_valentine.jpg,"Medium–bright indirect.","Keep lightly moist.","55–75% humidity.","18–27°C.","Aroid mix.","Feed monthly.","Toxic.","Gradient pink foliage; common in retail nurseries."
aglaonema_snow_white,Aglaonema Snow White,Aglaonema commutatum ‘Snow White’,images/plants/aglaonema_snow_white.jpg,"Medium to bright indirect.","Water when top 2–3 cm dry.","50–70% humidity.","18–26°C.","Well-draining soil.","Feed every 4–6 weeks.","Toxic.","White-dense speckling; more tolerant than many variegates."
aglaonema_spring_snow,Aglaonema ‘Spring Snow’,Aglaonema hybrid ‘Spring Snow’,images/plants/aglaonema_spring_snow.jpg,"Bright indirect.","Keep lightly moist.","55–75% humidity.","18–26°C.","Loose mix.","Feed monthly.","Toxic.","Green-white variegation with soft transitions."
aglaonema_tigre,Aglaonema ‘Tigre’,Aglaonema hybrid ‘Tigre’,images/plants/aglaonema_tigre.jpg,"Medium indirect light.","Water when top 3 cm dry.","50–70% humidity.","18–27°C.","Airy soil.","Feed every 4–6 weeks.","Toxic.","Striped foliage resembling tiger pattern."
aglaonema_black_lance,Aglaonema ‘Black Lance’,Aglaonema hybrid,images/plants/aglaonema_black_lance.jpg,"Medium–bright indirect.","Keep soil lightly moist.","50–70% humidity.","18–27°C.","Well-draining mix.","Feed monthly.","Toxic.","Long, dark narrow leaves with silver midrib."
aglaonema_modestum,Chinese Evergreen,Aglaonema modestum,images/plants/aglaonema_modestum.jpg,"Low to medium indirect.","Water when top 3–4 cm dry.","40–60% humidity.","18–27°C.","General potting soil.","Feed every 4–6 weeks.","Toxic.","Very tough original species; thrives in low light."
aglaonema_rotundum_pink,Aglaonema Rotundum Pink Form,Aglaonema rotundum,images/plants/aglaonema_rotundum.jpg,"Medium indirect.","Keep evenly moist.","60–80% humidity.","18–26°C.","Moist peat-based mix.","Feed monthly.","Toxic.","Dark velvety leaves with pink veins; more demanding than hybrids."
aglaonema_silver_king,Aglaonema ‘Silver King’,Aglaonema commutatum ‘Silver King’,images/plants/aglaonema_silver_king.jpg,"Medium indirect.","Water when top 3–4 cm dry.","50–70% humidity.","18–27°C.","Well-draining mix.","Feed monthly.","Toxic.","Narrow silver center stripe along green leaves."
aglaonema_silver_queen,Aglaonema ‘Silver Queen’,Aglaonema commutatum ‘Silver Queen’,images/plants/aglaonema_silver_queen.jpg,"Medium indirect light.","Keep soil evenly moist.","50–70% humidity.","18–27°C.","Rich mix.","Feed lightly.","Toxic.","Classic silver foliage variety; thrives in consistent environments."
aglaonema_brilliant,Aglaonema ‘Brilliant’,Aglaonema hybrid ‘Brilliant’,images/plants/aglaonema_brilliant.jpg,"Bright indirect.","Water when top 2–3 cm dry.","60–80% humidity.","18–27°C.","Well-aerated mix.","Feed monthly.","Toxic.","Green leaves with silver speckles; easy-care."
aglaonema_diamond_bay,Diamond Bay Aglaonema,Aglaonema hybrid ‘Diamond Bay’,images/plants/aglaonema_diamond_bay.jpg,"Medium–bright indirect.","Moderate moisture.","50–70% humidity.","18–27°C.","Aroid mix.","Feed every 4–6 weeks.","Toxic.","Long blue-green leaves with silver streaks."
aglaonema_silver_frost,Silver Frost Aglaonema,Aglaonema hybrid,images/plants/aglaonema_silver_frost.jpg,"Medium indirect.","Water when top 3 cm dry.","50–70% humidity.","18–27°C.","Loose potting soil.","Feed monthly.","Toxic.","Highly frosted silver leaves."
aglaonema_creta,Aglaonema ‘Creta’,Aglaonema hybrid ‘Creta’,images/plants/aglaonema_creta.jpg,"Bright indirect.","Lightly moist soil.","55–75% humidity.","18–26°C.","Rich organic mix.","Feed every 4 weeks.","Toxic.","Pink and green mix with red margin."
aglaonema_pink_moon,Aglaonema ‘Pink Moon’,Aglaonema hybrid,images/plants/aglaonema_pink_moon.jpg,"Bright indirect.","Keep soil lightly moist.","60–80% humidity.","18–27°C.","Moist, airy mix.","Feed monthly.","Toxic.","Pink spots on dark green leaves."
aglaonema_red_zircon,Aglaonema ‘Red Zircon’,Aglaonema hybrid,images/plants/aglaonema_red_zircon.jpg,"Bright indirect.","Water when top 2 cm dry.","60–80% humidity.","18–27°C.","Fertile potting mix.","Feed monthly.","Toxic.","Red-centered leaves with green borders."
aglaonema_georgi,Aglaonema ‘Georgi’,Aglaonema hybrid,images/plants/aglaonema_georgi.jpg,"Medium indirect.","Moderate moisture.","50–70% humidity.","18–26°C.","Standard mix.","Feed monthly.","Toxic.","Silvery leaves with green speckling."
aglaonema_valentine,Aglaonema ‘Valentine’,Aglaonema hybrid,images/plants/aglaonema_valentine.jpg,"Medium–bright indirect.","Keep moist but not wet.","55–75% humidity.","18–27°C.","Moist mix.","Feed monthly.","Toxic.","Red-pink patches throughout leaves."
aglaonema_white_spark,Aglaonema ‘White Spark’,Aglaonema hybrid,images/plants/aglaonema_white_spark.jpg,"Bright indirect.","Water when top 2–3 cm dry.","60–80% humidity.","18–27°C.","Aroid mix.","Feed monthly.","Toxic.","Heavy white spotting on dark leaves."
aglaonema_white_siam,Aglaonema ‘White Siam’,Aglaonema hybrid ‘White Siam’,images/plants/aglaonema_white_siam.jpg,"Bright indirect.","Keep lightly moist.","60–80% humidity.","18–27°C.","Rich mix.","Feed monthly.","Toxic.","White-silver foliage with green veins."
aglaonema_pictum_tricolor,Aglaonema Pictum Tricolor (houseplant form),Aglaonema pictum ‘Tricolor’,images/plants/aglaonema_tricolor.jpg,"Medium–bright indirect.","Keep soil lightly moist.","70–85% humidity.","20–26°C.","Very airy substrate.","Feed lightly only.","Toxic.","Camouflage-pattern leaves; one of the most sought-after species."
aglaonema_pictum_bicolor,Aglaonema Pictum Bicolor,Aglaonema pictum,images/plants/aglaonema_bicolor.jpg,"Medium indirect.","Moist but not soggy.","70–85% humidity.","20–26°C.","Airy moss+perlite mix.","Feed lightly.","Toxic.","Green two-tone patterned foliage."
aglaonema_cupid,Aglaonema ‘Cupid’,Aglaonema hybrid,images/plants/aglaonema_cupid.jpg,"Medium indirect.","Let top 2–3 cm dry.","50–70% humidity.","18–27°C.","Loose mix.","Feed monthly.","Toxic.","Soft cream and green feathered variegation."
aglaonema_silver_queen_compact,Compact Silver Queen,Aglaonema commutatum ‘Silver Queen Compacta’,images/plants/aglaonema_silver_queen_compact.jpg,"Low–medium indirect.","Moderate watering.","50–70% humidity.","18–27°C.","Well-draining soil.","Feed every 4–6 weeks.","Toxic.","Smaller, denser Silver Queen form."
aglaonema_red_chocolate,Aglaonema ‘Red Chocolate’,Aglaonema hybrid,images/plants/aglaonema_red_chocolate.jpg,"Bright indirect light.","Water when top 2–3 cm dry.","60–80% humidity.","18–27°C.","Rich, airy mix.","Feed monthly.","Toxic if ingested.","Chocolate-brown and red foliage; thrives in warm, humid rooms."
aglaonema_katrina,Aglaonema ‘Katrina’,Aglaonema hybrid,images/plants/aglaonema_katrina.jpg,"Medium to bright indirect.","Keep lightly moist.","55–75% humidity.","18–27°C.","Well-draining soil.","Feed every 4–6 weeks.","Toxic.","Green foliage with pale pink speckles."
aglaonema_dukett,Aglaonema ‘Dukett’,Aglaonema hybrid,images/plants/aglaonema_dukett.jpg,"Medium indirect light.","Water when top 3 cm dry.","50–70% humidity.","18–27°C.","Aroid-type mix.","Feed monthly.","Toxic.","Dark green leaves with silvery central band."
aglaonema_emperor,Aglaonema ‘Emperor’,Aglaonema hybrid,images/plants/aglaonema_emperor.jpg,"Medium to bright indirect.","Moist but not soggy soil.","55–75% humidity.","18–27°C.","Rich potting mix.","Feed monthly.","Toxic.","Large-leaf hybrid with thick silver striping."
aglaonema_fiesta,Aglaonema ‘Fiesta’,Aglaonema hybrid,images/plants/aglaonema_fiesta.jpg,"Bright indirect.","Lightly moist soil.","60–80% humidity.","18–27°C.","Loose organic mix.","Feed lightly.","Toxic.","Bright pink, cream, and green marbled leaves."
aglaonema_cherry_blossom,Aglaonema ‘Cherry Blossom’,Aglaonema hybrid,images/plants/aglaonema_cherry_blossom.jpg,"Bright indirect light.","Water when top 2–3 cm are dry.","60–80% humidity.","18–27°C.","Moist but well-draining mix.","Feed every 4–6 weeks.","Toxic.","Soft pastel pink foliage with light green margins."
aglaonema_spring_snow_large,Aglaonema ‘Spring Snow Large’,Aglaonema hybrid,images/plants/aglaonema_spring_snow_large.jpg,"Bright indirect.","Water regularly when top layer dries slightly.","55–75% humidity.","18–27°C.","Aroid mix.","Feed monthly.","Toxic.","Larger-frond form of Spring Snow."
aglaonema_white_rain,Aglaonema ‘White Rain’,Aglaonema commutatum cultivar,images/plants/aglaonema_white_rain.jpg,"Medium indirect light.","Water when top 3 cm are dry.","50–70% humidity.","18–26°C.","General potting soil.","Feed monthly.","Toxic.","White streaked leaves with green margins."
aglaonema_snow_white_super,Super Snow White Aglaonema,Aglaonema commutatum cultivar,images/plants/aglaonema_snow_white_super.jpg,"Bright indirect.","Light moisture.","55–70% humidity.","18–26°C.","Airy mix.","Feed every 6 weeks.","Toxic.","Extremely white-variegated form."
aglaonema_green_papaya,Aglaonema ‘Green Papaya’,Aglaonema hybrid,images/plants/aglaonema_green_papaya.jpg,"Medium to bright indirect.","Keep lightly moist.","55–75% humidity.","18–27°C.","Rich organic soil.","Feed monthly.","Toxic.","Green base with yellow-lime patterning."
aglaonema_midnight,Aglaonema ‘Midnight’,Aglaonema hybrid,images/plants/aglaonema_midnight.jpg,"Medium indirect.","Water when slightly dry.","50–70% humidity.","18–27°C.","Loose aroid mix.","Feed monthly.","Toxic.","Very dark green almost-black foliage."
aglaonema_black_beauty,Aglaonema ‘Black Beauty’,Aglaonema hybrid,images/plants/aglaonema_black_beauty.jpg,"Medium–bright indirect.","Moderate watering.","55–70% humidity.","18–27°C.","Well-draining soil.","Feed monthly.","Toxic.","Dark leaves with silver mosaic pattern."
aglaonema_lady_pink,Aglaonema ‘Lady Pink’,Aglaonema hybrid,images/plants/aglaonema_lady_pink.jpg,"Bright indirect.","Keep slightly moist.","60–80% humidity.","18–27°C.","Rich airy mix.","Feed every 4 weeks.","Toxic.","Pink-dusted green leaves; very decorative."
aglaonema_moonlight_bay,Aglaonema ‘Moonlight Bay’,Aglaonema hybrid,images/plants/aglaonema_moonlight_bay.jpg,"Medium–bright indirect.","Water when top 3 cm dry.","50–70% humidity.","18–26°C.","Well-draining potting mix.","Feed monthly.","Toxic.","Silver-gray leaves with thin green veins."
aglaonema_epitome,Aglaonema ‘Epitome’,Aglaonema hybrid,images/plants/aglaonema_epitome.jpg,"Bright indirect.","Light moisture.","60–80% humidity.","18–27°C.","Aroid mix.","Feed every 4–6 weeks.","Toxic.","Green/cream banding; upright growth habit."
aglaonema_golden_madonna,Golden Madonna Aglaonema,Aglaonema ‘Golden Madonna’,images/plants/aglaonema_golden_madonna.jpg,"Medium indirect.","Water when top 3 cm dry.","50–70% humidity.","18–26°C.","Moist but well-draining mix.","Feed monthly.","Toxic.","Popular office variety with yellow-speckled silver centers."
